fd_box, fd_min, fd_mass
-9.088165736178879239e-01,4.367901914232346638e-01,1.569067093930808454e+00
-9.449067253493077523e-01,3.322500124550419320e-01,1.676031062229995650e+00
-6.811131797824887535e-01,9.950005896302298591e-01,7.082782319970928331e-01
-9.728887370413779045e-01,2.828796467088506295e-01,1.718265679383045530e+00
-7.207833356033968020e-01,8.752553467323409553e-01,8.874881553153042280e-01
-8.177098406903487993e-01,5.819543808999138035e-01,1.353959245532645683e+00
-8.275250855834415109e-01,5.581793368007694767e-01,1.395404265935984656e+00
-9.267462905315307919e-01,3.984394573633117664e-01,1.614274426317147793e+00
-7.376008940245006862e-01,8.218179771250864185e-01,9.686303783175940207e-01
-9.783465500862508213e-01,2.621361774356209540e-01,1.735318756459992784e+00
-6.573469958590867357e-01,1.082287940349082822e+00,5.791184573073401287e-01
-7.554334839319655215e-01,8.446449444804376983e-01,9.337078858488253585e-01
-2.989448513517399264e-01,1.719740486183849448e+00,5.508315039609141726e-17
-8.806689795678751542e-01,4.813484135803332564e-01,1.511449012445115647e+00
-7.961927627222880055e-01,6.293785666484521535e-01,1.273342707431119214e+00
-9.626290828478872852e-01,2.987544059938337382e-01,1.704396293865967360e+00
-5.443701220086675230e-01,1.347853402873209427e+00,2.283530559370915980e-01
-8.913441773062739104e-01,4.565871593739961876e-01,1.544189038415612725e+00
-9.339076541490494154e-01,3.790202824307069007e-01,1.635463045410546989e+00
-8.687952798727036630e-01,5.014692290661985075e-01,1.483696405616297564e+00
-7.036312146268588474e-01,9.578346759188253179e-01,7.639695868150545577e-01
