fd_box, fd_min, fd_mass
-9.162147406431939700e-01,5.001943600454276107e-01,1.489497534088174202e+00
-7.931988871566159061e-01,7.723513858655182140e-01,1.066348390682242187e+00
-9.139314562165397060e-01,5.102333569357522247e-01,1.476849801139757279e+00
-8.793093059597439920e-01,5.804444594171160876e-01,1.380243871449367221e+00
-7.735888618920524484e-01,8.064593657409624416e-01,1.009571824418102226e+00
-8.457080266116380196e-01,6.649378183831674560e-01,1.247747647680524041e+00
-7.301045855469304735e-01,8.815934230221995627e-01,8.864979725601652705e-01
-5.927520512849200340e-01,1.268266924740314439e+00,3.148398547893394017e-01
-9.250767173415329614e-01,4.681767541715247671e-01,1.528223980144187921e+00
-5.046960138057043910e-01,1.444599185767133420e+00,1.207945489843869902e-01
-4.323769745442531121e-01,1.625052811049675361e+00,1.997283473256273797e-02
-8.553807450123159795e-01,6.390753532094770595e-01,1.289982162478382488e+00
